platform,pump_id,month,coin_rank,n_exchanges,pair_count,channel,exchange,max_price_inc_pct,post_pump_change_pct,server_members,views,pump_type,date
Telegram,1267,6,334,22,16,Big Pump Signal,Binance,3.8666,-28.47,0,2699,target,2018-06-18
Telegram,1268,5,430,37,76,PureInvestments,Binance+Bittrex,1.5368,-50.8127,0,18001,target,2018-05-06
Telegram,1269,6,227,18,3,PumpMasterBTC,None,0.7203,-53.341,0,24010,target,2018-06-02
Telegram,1270,2,557,10,1,Big Pump Signal,Binance,2.2394,12.3359,0,7156,obvious,2018-02-04
Telegram,1271,2,265,182,242,PureInvestments,Binance,7.77,17.2414,0,4517,obvious,2018-02-20
Telegram,1272,3,89,21,5,AlphaPumpLeague,None,2.6662,10.972,0,10773,obvious,2018-03-06
Telegram,1273,5,523,2,1,Big Pump Signal,None,13.4305,2.6296,0,12565,target,2018-05-20
Telegram,1274,2,57,16,31,CryptoRocketPumps,None,2.8089,-61.2923,0,14086,target,2018-02-21
Telegram,1275,2,323,38,3,Big Pump Signal,Binance+Bittrex,3.7056,13.8057,0,11836,target,2018-02-17
Telegram,1276,4,177,4,18,PumpMasterBTC,Binance,6.9124,-57.7127,0,15243,target,2018-04-02
Telegram,1277,3,167,6,1,CoinPumpNation,None,0.4947,-39.0968,0,3773,target,2018-03-05
Telegram,1278,4,292,27,34,CryptoRocketPumps,Bittrex,1.2692,1.7475,0,14588,target,2018-04-26
Telegram,1279,6,132,11,3,CryptoPumpAlerts,None,9.0785,-46.8919,0,4614,target,2018-06-18
Telegram,1280,1,397,8,4,CryptoPumpAlerts,None,4.7166,-37.9827,0,815,target,2018-01-23
Telegram,1281,4,263,27,8,PumpMasterBTC,Binance,1.6199,8.8651,0,4578,target,2018-04-29
Telegram,1282,1,144,7,7,ElitePumpGroup,None,12.8644,-28.0038,0,4241,obvious,2018-01-13
Telegram,1283,2,833,1,1,PumpHunters,None,15.6577,-61.9127,0,8288,target,2018-02-26
Telegram,1284,3,301,2,1,MoonPumpSignals,None,10.3457,-28.7782,0,13707,target,2018-03-14
Telegram,1285,4,441,14,54,ElitePumpGroup,None,3.8686,-39.1659,0,7958,target,2018-04-28
Telegram,1286,4,893,7,2,Big Pump Signal,Binance,25.249,-51.7322,0,36767,target,2018-04-21
Telegram,1287,4,880,3,1,Big Pump Signal,None,4.318,-32.9101,0,4345,target,2018-04-07
Telegram,1288,5,421,3,1,Crypto4Pumps,None,2.7454,-49.8646,0,1266,target,2018-05-01
Telegram,1289,2,191,9,36,Crypto4Pumps,None,2.9584,-49.883,0,8550,target,2018-02-27
Telegram,1290,5,69,53,12,PumpMasterBTC,Bittrex,0.3962,-34.1103,0,4273,target,2018-05-12
Telegram,1291,4,301,4,18,CryptoPumpAlerts,None,4.7942,-53.1379,0,2709,target,2018-04-26
Telegram,1292,1,669,3,1,PumpKingCrypto,Other,19.8533,-65.1877,0,5264,target,2018-01-06
Telegram,1293,3,344,3,1,Big Pump Signal,Bittrex,1.442,-48.4069,0,3495,target,2018-03-15
Telegram,1294,1,11,33,17,PumpMasterBTC,Bittrex,0.7111,-62.0994,0,3798,target,2018-01-06
Telegram,1295,1,547,10,63,Big Pump Signal,Bittrex,14.5847,-45.4082,0,24407,target,2018-01-04
Telegram,1296,3,578,49,1,Big Pump Signal,Other,10.4491,4.8339,0,7511,obvious,2018-03-18
Telegram,1297,2,191,15,7,PureInvestments,Bittrex,2.3576,-69.9482,0,5408,target,2018-02-13
Telegram,1298,6,608,6,1,Big Pump Signal,Other,6.372,-47.7018,0,26002,target,2018-06-07
Telegram,1299,6,440,18,5,PureInvestments,Binance,6.7218,-71.8938,0,5273,target,2018-06-10
Telegram,1300,4,135,27,13,CryptoPumpAlerts,Bittrex,4.4663,-74.0331,0,2398,obvious,2018-04-12
Telegram,1301,5,784,3,1,CryptoCartelOriginal,Binance,3.7301,-45.6546,0,2211,target,2018-05-07
Telegram,1302,6,80,143,91,Big Pump Signal,Bittrex,3.0359,13.7813,0,6323,target,2018-06-21
Telegram,1303,4,238,10,3,CryptoPumpAlerts,Binance+Bittrex,4.7551,12.9493,0,1694,target,2018-04-09
Telegram,1304,4,217,14,1,PumpKingCrypto,Binance+Bittrex,1.3742,-71.5959,0,2518,target,2018-04-19
Telegram,1305,4,119,25,17,MoonPumpSignals,None,2.2514,-35.4527,0,4905,target,2018-04-23
Telegram,1306,6,329,13,12,PumpMasterBTC,Other,4.598,15.1418,0,17561,obvious,2018-06-09
Telegram,1307,5,812,24,5,Crypto4Pumps,None,7.0035,-42.4246,0,20094,target,2018-05-02
Telegram,1308,1,768,3,10,MoonPumpSignals,Binance,16.426,-33.6673,0,11794,target,2018-01-02
Telegram,1309,5,479,16,34,Crypto4Pumps,Binance+Bittrex,4.1971,-36.1243,0,6742,target,2018-05-18
Telegram,1310,2,54,25,30,PureInvestments,Binance,10.0337,-46.6043,0,4182,target,2018-01-31
Telegram,1311,2,75,45,57,AlphaPumpLeague,Other,4.9647,2.1859,0,9383,target,2018-02-03
Telegram,1312,4,291,8,3,Big Pump Signal,None,4.7662,-70.6944,0,30373,target,2018-04-15
Telegram,1313,5,243,8,12,Big Pump Signal,None,10.7065,-68.9186,0,7620,target,2018-05-09
Telegram,1314,1,160,25,76,PureInvestments,None,1.5438,-19.8491,0,4582,target,2018-01-13
Telegram,1315,3,1385,6,6,PumpMasterBTC,Bittrex,14.3257,17.9487,0,5922,target,2018-03-23
Telegram,1316,5,275,5,1,MoonPumpSignals,Bittrex,23.23,-49.7272,0,5402,target,2018-05-24
Telegram,1317,1,407,29,11,PumpKingCrypto,None,5.2803,-26.7351,0,10742,target,2018-01-12
Telegram,1318,5,608,14,11,CryptoCartelOriginal,Binance,12.9177,-52.4801,0,3553,target,2018-05-03
Telegram,1319,4,263,10,11,Crypto4Pumps,Binance,2.1937,13.9128,0,9525,target,2018-04-06
Telegram,1320,4,2036,2,1,CryptoRocketPumps,Binance,3.2486,-34.6455,0,10919,target,2018-04-26
Telegram,1321,1,107,22,4,PumpMasterBTC,None,25.3359,-46.4927,0,9039,target,2018-01-01
Telegram,1322,6,145,25,77,PumpMasterBTC,None,6.2798,5.1208,0,2707,target,2018-06-06
Telegram,1323,6,107,3,1,PumpMasterBTC,Bittrex,2.5749,-0.3191,0,5963,target,2018-06-29
Telegram,1324,2,1018,8,1,AlphaPumpLeague,Binance,1.8798,-54.7802,0,4339,target,2018-02-10
Telegram,1325,4,514,14,1,Big Pump Signal,None,21.2916,4.3379,0,6356,target,2018-04-02
Telegram,1326,5,153,1,1,AlphaPumpLeague,Bittrex,2.5858,-65.9408,0,3856,target,2018-05-26
Telegram,1327,1,115,18,35,Crypto4Pumps,Binance,6.5597,-0.7702,0,19290,target,2018-01-23
Telegram,1328,4,868,11,21,CryptoPumpAlerts,Other,6.6259,9.9228,0,7918,target,2018-04-26
Telegram,1329,5,346,15,5,CryptoPumpAlerts,Binance+Bittrex,0.7711,-0.6286,0,1729,target,2018-05-21
Telegram,1330,4,888,12,8,Crypto4Pumps,Bittrex,6.7018,-20.0815,0,2205,target,2018-04-16
Telegram,1331,6,237,8,3,CryptoPumpAlerts,None,0.547,6.0408,0,18672,target,2018-06-21
Telegram,1332,1,396,3,1,CoinPumpNation,None,17.4552,11.0189,0,5811,target,2018-01-03
Telegram,1333,6,328,1,5,Big Pump Signal,None,3.1835,-50.7686,0,4870,obvious,2018-06-03
Telegram,1334,6,143,37,91,CryptoPumpAlerts,Binance,3.6813,6.5145,0,17511,target,2018-06-17
Telegram,1335,1,220,21,13,CryptoPumpAlerts,Binance,8.8911,-53.8565,0,5953,target,2018-01-15
Telegram,1336,4,86,50,7,ElitePumpGroup,None,0.6123,-53.3502,0,2470,target,2018-04-23
Telegram,1337,4,390,4,1,PumpHunters,Binance,7.7993,15.5147,0,2615,target,2018-04-29
Telegram,1338,6,496,16,2,ElitePumpGroup,Bittrex,0.9972,-60.1228,0,11479,target,2018-06-07
Telegram,1339,1,609,1,1,PureInvestments,Binance,7.6582,2.0608,0,37418,target,2018-01-10
Telegram,1340,3,455,3,1,MoonPumpSignals,Bittrex,2.2378,-45.2045,0,13725,target,2018-03-07
Telegram,1341,5,223,12,3,Crypto4Pumps,Other,12.7505,-73.1929,0,4902,target,2018-05-25
Telegram,1342,4,1009,10,1,PumpKingCrypto,Bittrex,4.8455,8.0017,0,5587,target,2018-04-15
Telegram,1343,4,558,33,210,PumpKingCrypto,None,3.8383,16.1768,0,7046,target,2018-04-11
Telegram,1344,4,871,5,2,Big Pump Signal,Bittrex,5.7892,4.4172,0,1232,target,2018-04-23
Telegram,1345,6,921,2,1,AlphaPumpLeague,None,13.9831,-32.0705,0,6899,target,2018-06-13
Telegram,1346,1,224,5,1,Big Pump Signal,None,5.7346,-59.4321,0,11066,target,2018-01-16
Telegram,1347,6,355,5,1,CryptoRocketPumps,Bittrex,1.5216,6.9269,0,30142,target,2018-06-24
Telegram,1348,4,502,57,23,Big Pump Signal,None,9.9226,16.5897,0,16961,target,2018-04-08
Telegram,1349,6,89,34,9,CryptoCartelOriginal,None,1.8403,7.4856,0,34407,target,2018-06-19
Telegram,1350,1,91,46,50,Crypto4Pumps,Binance,2.5519,-70.2553,0,27885,target,2018-01-27
Telegram,1351,4,78,15,18,AlphaPumpLeague,None,3.4971,-42.6445,0,21914,target,2018-04-27
Telegram,1352,5,227,11,11,PureInvestments,None,1.28,-28.2852,0,6915,target,2018-05-27
Telegram,1353,5,185,23,33,Big Pump Signal,None,4.4994,-44.8347,0,9046,target,2018-05-07
Telegram,1354,1,69,12,45,Big Pump Signal,Binance,2.991,-35.9389,0,1655,target,2018-01-20
Telegram,1355,4,286,7,4,PumpHunters,Binance,3.0351,-54.3721,0,7549,target,2018-04-18
Telegram,1356,1,230,6,8,Big Pump Signal,Bittrex,18.7567,-47.4813,0,10900,target,2018-01-03
Telegram,1357,1,724,4,2,Big Pump Signal,Binance,16.7354,-50.6284,0,5327,target,2018-01-17
Telegram,1358,5,1526,5,1,CryptoRocketPumps,Bittrex,3.6011,-65.1644,0,1844,target,2018-05-07
Telegram,1359,6,377,4,1,MoonPumpSignals,None,5.5865,15.1491,0,25679,target,2018-06-15
Telegram,1360,4,134,18,2,Big Pump Signal,Bittrex,0.6568,-63.605,0,9525,target,2018-04-19
Telegram,1361,1,447,10,5,PumpKingCrypto,Bittrex,5.9299,16.7497,0,28842,target,2018-01-21
Telegram,1362,2,252,9,1,Crypto4Pumps,Bittrex,13.4762,2.3781,0,12644,target,2018-02-23
Telegram,1363,3,202,5,3,PureInvestments,Binance+Bittrex,11.2419,13.5027,0,21435,obvious,2018-03-19
Telegram,1364,1,115,17,23,Big Pump Signal,None,1.8422,10.7289,0,18028,target,2018-01-15
Telegram,1365,5,165,8,13,CryptoPumpAlerts,None,1.4908,17.7211,0,3815,target,2018-05-30
Telegram,1366,2,213,12,36,Crypto4Pumps,Binance+Bittrex,4.6907,-67.7738,0,4404,target,2018-02-09
Telegram,1367,1,515,20,1,CryptoRocketPumps,Bittrex,20.79,9.297,0,4714,target,2018-01-09
Telegram,1368,5,396,2,1,Big Pump Signal,Binance,20.227,13.6483,0,2995,target,2018-05-27
Telegram,1369,1,1289,35,609,ElitePumpGroup,None,11.9136,-62.7833,0,29944,target,2018-01-29
Telegram,1370,4,459,7,9,PumpKingCrypto,Bittrex,3.3565,4.2596,0,7009,target,2018-04-12
Telegram,1371,4,366,13,6,PureInvestments,Bittrex,8.9229,-71.0973,0,9963,target,2018-04-26
Telegram,1372,1,190,6,2,Crypto4Pumps,Binance+Bittrex,3.685,-59.8693,0,2203,obvious,2018-01-28
Telegram,1373,4,98,46,19,PumpMasterBTC,Binance,4.9212,-52.6124,0,13485,target,2018-04-26
Telegram,1374,4,150,12,1,CryptoRocketPumps,Bittrex,10.134,9.7342,0,4790,target,2018-04-16
Telegram,1375,4,133,10,1,Crypto4Pumps,None,2.7213,-32.758,0,19578,target,2018-04-23
Telegram,1376,2,25,18,6,Crypto4Pumps,Binance,11.5349,-74.0004,0,3796,obvious,2018-02-18
Telegram,1377,3,101,13,2,CryptoRocketPumps,Bittrex,6.737,-59.8229,0,20784,target,2018-03-03
Telegram,1378,4,1055,8,1,CryptoPumpAlerts,Binance,1.3411,13.3502,0,14949,target,2018-04-04
Telegram,1379,1,349,10,96,PumpMasterBTC,Bittrex,4.5813,17.3052,0,4568,target,2018-01-29
Telegram,1380,1,178,12,3,PumpMasterBTC,None,8.6644,-46.0643,0,22346,target,2018-01-09
Telegram,1381,3,358,4,2,CryptoPumpAlerts,None,12.0038,-43.2763,0,17812,obvious,2018-03-07
Telegram,1382,1,43,12,6,Crypto4Pumps,None,8.0725,2.2887,0,10220,target,2018-01-30
Telegram,1383,1,322,6,4,CryptoPumpAlerts,None,5.3529,-35.3298,0,2927,target,2018-01-11
Telegram,1384,6,788,9,1,PumpHunters,None,9.0188,-49.6572,0,13276,target,2018-06-21
Telegram,1385,4,224,20,39,PumpKingCrypto,None,7.0724,-1.3432,0,7151,obvious,2018-04-24
Telegram,1386,4,51,46,36,CryptoCartelOriginal,Other,12.346,17.5024,0,7051,target,2018-04-15
Telegram,1387,2,172,13,1,CoinPumpNation,None,5.6608,-39.1018,0,7198,target,2018-02-19
Telegram,1388,1,790,9,3,PureInvestments,None,26.8721,-38.5668,0,6594,obvious,2018-01-16
Telegram,1389,5,316,8,2,Big Pump Signal,None,18.4524,-34.2204,0,3261,target,2018-05-14
Telegram,1390,5,70,4,1,CryptoPumpAlerts,Binance+Bittrex,0.3967,9.6555,0,1886,target,2018-05-03
Telegram,1391,6,2036,3,1,Big Pump Signal,None,5.076,-2.6377,0,1585,target,2018-06-03
Telegram,1392,1,81,13,11,Big Pump Signal,Binance,3.7536,-33.8285,0,8705,target,2018-01-24
Telegram,1393,1,201,4,2,CryptoPumpAlerts,None,13.9708,7.9198,0,877,target,2018-01-26
Telegram,1394,5,98,10,5,AlphaPumpLeague,Other,2.0133,-37.3195,0,12475,target,2018-05-03
Telegram,1395,3,98,19,8,CryptoPumpAlerts,None,1.8975,16.6569,0,10363,target,2018-03-11
Telegram,1396,1,167,4,1,Crypto4Pumps,Other,2.465,17.6729,0,5241,target,2018-01-12
Telegram,1397,3,443,4,3,ElitePumpGroup,None,8.7768,3.8399,0,16068,target,2018-03-03
Telegram,1398,1,798,25,19,ElitePumpGroup,None,38.3024,13.4201,0,5432,target,2018-01-13
Telegram,1399,5,177,3,1,PumpKingCrypto,Bittrex,2.6148,-56.9132,0,9625,target,2018-05-29
Telegram,1400,6,101,14,7,Crypto4Pumps,Bittrex,2.0816,-41.9707,0,1298,target,2018-06-18
Telegram,1401,4,385,3,2,CryptoPumpAlerts,Binance,1.9221,-55.3351,0,1022,target,2018-04-28
Telegram,1402,3,395,4,6,Crypto4Pumps,Binance,5.2596,6.6327,0,5547,target,2018-03-14
Telegram,1403,5,311,8,5,CryptoPumpAlerts,Bittrex,1.0627,-75.3124,0,9660,target,2018-05-23
Telegram,1404,4,321,4,2,Crypto4Pumps,None,9.76,-47.7588,0,15068,obvious,2018-04-29
Telegram,1405,5,226,19,25,MoonPumpSignals,None,5.8471,-46.0975,0,5825,target,2018-05-17
Telegram,1406,4,273,35,10,AlphaPumpLeague,Bittrex,2.968,-39.1985,0,8326,target,2018-04-24
Telegram,1407,6,213,24,17,Crypto4Pumps,None,12.073,-50.7846,0,13122,target,2018-06-05
Telegram,1408,3,655,17,3,Crypto4Pumps,Bittrex,5.0166,-18.9253,0,6073,target,2018-03-30
Telegram,1409,4,1851,1,1,AlphaPumpLeague,None,21.8406,-72.1354,0,11096,target,2018-04-30
Telegram,1410,5,294,8,1,PumpHunters,Other,10.3769,-50.5142,0,2612,target,2018-05-16
Telegram,1411,6,249,16,18,CryptoCartelOriginal,None,3.7819,-59.6894,0,1674,target,2018-06-03
Telegram,1412,6,315,21,8,PumpMasterBTC,Bittrex,3.9667,5.3582,0,4313,target,2018-06-09
Telegram,1413,3,138,68,107,MoonPumpSignals,Binance,2.3701,-69.1554,0,12996,obvious,2018-03-11
Telegram,1414,5,498,20,3,CryptoCartelOriginal,Bittrex,1.2925,12.9221,0,3715,obvious,2018-05-30
Telegram,1415,3,372,20,9,CryptoPumpAlerts,None,4.3209,2.6693,0,11707,target,2018-03-03
Telegram,1416,4,171,135,72,AlphaPumpLeague,None,5.7881,-51.9748,0,2846,target,2018-04-03
Telegram,1417,2,563,8,5,ElitePumpGroup,None,50.1355,-39.5562,0,4140,target,2018-02-25
Telegram,1418,4,255,8,1,Big Pump Signal,None,1.7852,-17.2675,0,8295,target,2018-04-28
Telegram,1419,6,105,19,17,PumpHunters,Binance,1.6684,-55.0969,0,3854,obvious,2018-06-07
Telegram,1420,5,343,4,1,Big Pump Signal,None,1.9204,-23.7319,0,4445,obvious,2018-05-03
Telegram,1421,4,310,10,1,CoinPumpNation,None,3.7918,5.9539,0,750,target,2018-04-29
Telegram,1422,1,593,1,1,Big Pump Signal,Binance+Bittrex,11.2606,-37.1351,0,13722,target,2018-01-25
Telegram,1423,3,528,4,4,MoonPumpSignals,Other,14.3185,-54.231,0,6120,target,2018-03-23
Telegram,1424,1,227,10,6,PumpKingCrypto,Binance,1.2077,2.1772,0,3049,target,2018-01-24
Telegram,1425,1,164,30,23,CoinPumpNation,Binance,1.7614,-44.9429,0,31697,target,2018-01-29
Telegram,1426,6,251,29,79,MoonPumpSignals,Binance,3.9603,-0.0046,0,3478,target,2018-06-19
Telegram,1427,4,347,4,1,Crypto4Pumps,None,10.3716,4.9653,0,4380,obvious,2018-04-04
Telegram,1428,1,387,56,55,CryptoPumpAlerts,None,6.0076,-44.3024,0,3007,target,2018-01-24
Telegram,1429,5,328,11,4,PumpKingCrypto,Binance,0.2294,-65.5285,0,17149,target,2018-05-03
Telegram,1430,1,231,14,5,PumpHunters,None,4.914,-62.4569,0,22648,obvious,2018-01-03
Telegram,1431,3,613,1,1,AlphaPumpLeague,None,14.2519,17.1438,0,20820,obvious,2018-03-16
Telegram,1432,2,136,8,41,CryptoPumpAlerts,None,4.0401,5.7965,0,20653,target,2018-02-11
Telegram,1433,2,2036,10,2,PumpHunters,None,41.821,11.3477,0,4088,target,2018-02-17
Telegram,1434,4,497,9,9,AlphaPumpLeague,None,1.5901,-68.0388,0,27694,target,2018-04-11
Telegram,1435,5,91,19,11,ElitePumpGroup,Bittrex,3.6409,-16.8802,0,5736,obvious,2018-05-26
Telegram,1436,4,296,12,7,CryptoPumpAlerts,None,2.8311,-26.0204,0,1843,target,2018-04-30
Telegram,1437,5,501,2,1,CryptoPumpAlerts,Binance+Bittrex,6.3076,2.9865,0,4721,target,2018-05-29
Telegram,1438,6,183,11,2,PumpMasterBTC,Binance,0.7945,-63.6438,0,8903,target,2018-06-14
Telegram,1439,5,65,71,1,CryptoPumpAlerts,Binance,0.3164,-46.2293,0,3928,obvious,2018-05-16
Telegram,1440,6,98,44,136,Crypto4Pumps,None,3.3667,-64.3945,0,7655,target,2018-06-01
Telegram,1441,6,407,7,1,CoinPumpNation,None,9.6738,-52.0349,0,10632,target,2018-06-26
Telegram,1442,5,51,91,32,Crypto4Pumps,Binance+Bittrex,1.4794,15.1725,0,9561,target,2018-05-08
Telegram,1443,3,68,6,1,PumpHunters,None,4.2501,10.1229,0,11749,obvious,2018-03-09
Telegram,1444,2,405,3,1,CryptoRocketPumps,Bittrex,0.6117,-31.3637,0,5812,target,2018-02-25
Telegram,1445,5,205,63,39,CryptoRocketPumps,None,1.3721,-51.0088,0,3664,target,2018-05-30
Telegram,1446,5,134,24,9,PumpHunters,Binance,1.5233,-15.7183,0,1959,target,2018-05-27
Telegram,1447,5,160,10,1,PumpMasterBTC,None,1.1449,-53.6051,0,6280,target,2018-05-01
Telegram,1448,4,67,19,9,PureInvestments,None,6.9503,-69.1887,0,4301,target,2018-04-28
Telegram,1449,5,387,4,1,CryptoRocketPumps,Binance,3.9367,-55.244,0,6121,target,2018-05-13
Telegram,1450,5,121,19,25,PumpMasterBTC,None,1.9262,-57.9615,0,1181,target,2018-05-05
Telegram,1451,4,155,16,1,AlphaPumpLeague,None,0.9222,16.9595,0,1881,target,2018-04-05
Telegram,1452,1,342,9,1,Crypto4Pumps,Other,3.8159,3.845,0,10396,obvious,2018-01-21
Telegram,1453,4,199,4,3,Crypto4Pumps,None,4.4724,8.2987,0,1704,target,2018-04-25
Telegram,1454,1,133,18,3,Big Pump Signal,None,1.5728,-26.6993,0,5763,target,2018-01-13
Telegram,1455,1,42,15,1,MoonPumpSignals,Binance,0.6003,-29.4726,0,3358,target,2018-01-19
Telegram,1456,4,348,3,1,AlphaPumpLeague,Binance,1.8278,-10.3181,0,3183,target,2018-04-23
Telegram,1457,1,269,32,12,CryptoRocketPumps,None,29.5315,-67.6432,0,7268,target,2018-01-13
Telegram,1458,6,157,93,39,PumpMasterBTC,None,5.6598,-75.8581,0,6929,target,2018-06-24
Telegram,1459,4,98,94,34,PureInvestments,None,3.1287,-28.6859,0,10719,target,2018-04-09
Telegram,1460,5,253,19,2,CoinPumpNation,None,3.3423,1.012,0,2672,target,2018-05-08
Telegram,1461,1,385,7,6,PumpKingCrypto,None,13.9268,-0.1464,0,3209,target,2018-01-15
Telegram,1462,5,273,9,18,MoonPumpSignals,Binance,3.343,9.2926,0,17432,obvious,2018-05-16
Telegram,1463,4,1090,8,1,Big Pump Signal,Binance,40.2751,-57.6748,0,5597,target,2018-04-10
Telegram,1464,4,471,5,1,PureInvestments,Bittrex,4.165,13.8718,0,9207,target,2018-04-10
Telegram,1465,4,227,37,57,MoonPumpSignals,Binance+Bittrex,8.0987,-40.6006,0,4449,target,2018-04-10
Telegram,1466,4,486,1,2,Crypto4Pumps,None,25.8383,1.1957,0,9928,target,2018-04-14
Telegram,1467,4,261,8,1,MoonPumpSignals,None,1.0998,-37.8971,0,830,target,2018-04-21
Telegram,1468,5,261,21,24,PumpHunters,Binance+Bittrex,1.7716,11.7612,0,17851,target,2018-05-09
Telegram,1469,5,802,3,8,PureInvestments,None,9.9792,11.1027,0,4608,target,2018-05-21
Telegram,1470,3,112,12,1,PumpMasterBTC,Bittrex,2.112,-33.2596,0,2360,target,2018-03-12
Telegram,1471,6,256,18,53,Crypto4Pumps,Other,4.0622,-20.7912,0,2762,target,2018-06-05
Telegram,1472,3,729,25,8,PureInvestments,None,7.3265,7.1335,0,5416,target,2018-03-10
Telegram,1473,2,330,3,1,Crypto4Pumps,Bittrex,3.0422,13.1051,0,6163,target,2018-02-24
Telegram,1474,3,180,3,1,CryptoPumpAlerts,None,12.0715,-19.4195,0,7619,target,2018-03-10
Telegram,1475,3,54,9,12,PumpKingCrypto,Binance,4.3621,-57.8374,0,2475,target,2018-03-21
Telegram,1476,3,32,7,7,PureInvestments,Bittrex,6.1937,-40.3767,0,14096,target,2018-03-19
Telegram,1477,5,1615,1,2,AlphaPumpLeague,None,5.1631,-56.562,0,4348,target,2018-05-21
Telegram,1478,4,330,4,8,Big Pump Signal,None,11.5678,-61.9086,0,4168,target,2018-04-19
Telegram,1479,6,148,41,18,CryptoCartelOriginal,None,1.0953,-32.994,0,5589,target,2018-06-29
Telegram,1480,1,343,7,130,PumpMasterBTC,None,9.9934,-41.9125,0,11826,target,2018-01-28
Telegram,1481,4,107,16,35,CryptoRocketPumps,None,2.2727,-64.3745,0,6573,target,2018-04-10
Telegram,1482,1,186,5,3,Crypto4Pumps,None,1.2561,9.472,0,4282,target,2018-01-12
Telegram,1483,4,107,28,3,Crypto4Pumps,Bittrex,7.6627,-70.9571,0,5149,target,2018-04-11
Telegram,1484,3,70,104,7,PumpKingCrypto,Bittrex,4.3571,-53.191,0,18900,target,2018-03-21
Telegram,1485,5,37,11,1,AlphaPumpLeague,None,1.0409,-66.8306,0,16463,target,2018-05-15
Telegram,1486,5,59,98,14,CryptoPumpAlerts,None,2.0338,16.8765,0,9207,target,2018-05-29
Telegram,1487,2,626,9,19,CoinPumpNation,Bittrex,11.5584,-52.5005,0,7667,target,2018-02-21
Telegram,1488,2,103,16,12,CryptoRocketPumps,Bittrex,15.5798,-33.5365,0,47543,target,2018-02-13
Telegram,1489,4,405,12,2,PumpKingCrypto,Binance,14.2204,-42.9889,0,9997,target,2018-04-10
Telegram,1490,2,591,10,3,MoonPumpSignals,Binance,1.6436,-31.452,0,7876,target,2018-02-23
Telegram,1491,4,254,56,18,CryptoRocketPumps,Other,11.7287,13.0378,0,5705,target,2018-04-25
Telegram,1492,4,191,19,21,CryptoPumpAlerts,None,1.026,-42.5447,0,9137,target,2018-04-30
Telegram,1493,5,282,16,2,Crypto4Pumps,None,7.5038,-59.2536,0,519,target,2018-05-17
Telegram,1494,6,172,8,4,Crypto4Pumps,None,1.4169,-30.6181,0,16084,obvious,2018-06-23
Telegram,1495,3,738,14,8,MoonPumpSignals,None,9.034,-57.4425,0,2315,target,2018-03-28
Telegram,1496,6,1350,2,1,Crypto4Pumps,Bittrex,4.7479,15.6185,0,3693,target,2018-06-02
Telegram,1497,5,920,6,16,Crypto4Pumps,None,9.3636,4.5887,0,2078,target,2018-05-05
Telegram,1498,1,36,182,64,Crypto4Pumps,None,1.6492,14.031,0,3636,target,2018-01-06
Telegram,1499,5,169,1,1,CoinPumpNation,None,2.8972,-48.6132,0,5077,target,2018-05-07
Telegram,1500,4,251,13,15,PumpMasterBTC,Other,2.1758,-55.4212,0,14314,target,2018-04-09
Telegram,1501,5,379,11,4,CoinPumpNation,None,1.4464,17.8325,0,20048,obvious,2018-05-01
Telegram,1502,5,53,18,12,PureInvestments,Binance,0.9193,-70.2821,0,34732,target,2018-05-21
Telegram,1503,6,52,18,1,CryptoRocketPumps,Bittrex,0.556,0.4328,0,7373,obvious,2018-06-18
Telegram,1504,5,809,6,6,CryptoCartelOriginal,Binance,24.6055,-50.4241,0,5624,target,2018-05-21
Telegram,1505,5,151,11,66,MoonPumpSignals,Binance+Bittrex,1.1556,-65.9851,0,13049,target,2018-05-24
Telegram,1506,3,66,24,2,Big Pump Signal,None,1.4872,7.7348,0,3292,obvious,2018-03-06
Telegram,1507,6,93,11,6,CryptoPumpAlerts,Binance,1.894,-32.2902,0,2997,target,2018-06-09
Telegram,1508,4,355,56,9,Crypto4Pumps,Binance,1.5865,15.1091,0,4963,target,2018-04-14
Telegram,1509,5,119,12,139,CoinPumpNation,None,2.6274,-20.6361,0,6574,target,2018-05-08
Telegram,1510,5,311,16,30,CryptoRocketPumps,None,8.7327,-45.8597,0,1184,target,2018-05-13
Telegram,1511,1,104,9,4,CryptoPumpAlerts,None,7.1688,-60.1056,0,16625,target,2018-01-14
Telegram,1512,3,52,51,4,Crypto4Pumps,Bittrex,1.7745,-29.6605,0,8281,target,2018-03-22
Telegram,1513,5,899,11,1,PureInvestments,Binance+Bittrex,3.9275,5.3292,0,13255,target,2018-05-07
Telegram,1514,6,358,13,13,CryptoRocketPumps,None,1.5501,-45.9461,0,1800,target,2018-06-07
Telegram,1515,5,185,5,1,PureInvestments,None,1.0562,-35.2577,0,3861,obvious,2018-05-09
Telegram,1516,4,157,6,1,Big Pump Signal,Binance,3.0476,-57.2917,0,3700,target,2018-04-08
Telegram,1517,2,933,26,11,CoinPumpNation,None,2.4585,7.6729,0,5701,target,2018-02-24
Telegram,1518,4,426,4,1,CryptoPumpAlerts,None,2.162,-47.9768,0,6575,target,2018-04-18
Telegram,1519,3,701,12,7,MoonPumpSignals,None,6.4135,-46.577,0,14077,target,2018-03-26
Telegram,1520,6,148,6,1,MoonPumpSignals,Binance,0.7542,12.7002,0,7351,target,2018-06-02
Telegram,1521,4,262,26,35,PureInvestments,None,1.9205,14.3186,0,3621,target,2018-04-22
Telegram,1522,3,359,5,1,Crypto4Pumps,None,49.0314,1.1901,0,42757,target,2018-03-22
